Proteins	Description	Gene	Contam	Decoy	exp_WT_1	exp_WT_2	exp_WT_3	exp_GFP_1	exp_GFP_2	exp_GFP_3
19327	>sp|Q9HAV4|XPO5_HUMAN Exportin-5 OS=Homo sapiens GN=XPO5 PE=1 SV=1	XPO5	0	0	4	5	4	8	6	8
14915	>sp|P61513|RL37A_HUMAN 60S ribosomal protein L37a OS=Homo sapiens GN=RPL37A PE=1 SV=2	RPL37A	0	0	15	24	27	75	63	76
7198	>sp|Q06210|GFPT1_HUMAN Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens GN=GFPT1 PE=1 SV=3	GFPT1	0	0	3	3	2	3	2	3
2203	>sp|Q86VP6|CAND1_HUMAN Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens GN=CAND1 PE=1 SV=2	CAND1	0	0	3	2	1	9	14	11
14948	>sp|P62917|RL8_HUMAN 60S ribosomal protein L8 OS=Homo sapiens GN=RPL8 PE=1 SV=2	RPL8	0	0	3	3	3	4	6	5
7490	>sp|P62805|H4_HUMAN Histone H4 OS=Homo sapiens GN=HIST1H4A PE=1 SV=2	HIST1H4A	0	0	5	4	5	6	5	5
10458	>sp|P51812|KS6A3_HUMAN Ribosomal protein S6 kinase alpha-3 OS=Homo sapiens GN=RPS6KA3 PE=1 SV=1	RPS6KA3	0	0	3	3	0	0	0	0
2402	>sp|Q96A33|CCD47_HUMAN Coiled-coil domain-containing protein 47 OS=Homo sapiens GN=CCDC47 PE=1 SV=1	CCDC47	0	0	6	4	5	5	6	4
14916	>sp|Q02543|RL18A_HUMAN 60S ribosomal protein L18a OS=Homo sapiens GN=RPL18A PE=1 SV=2	RPL18A	0	0	3	3	3	5	3	3
14965	>sp|P46777|RL5_HUMAN 60S ribosomal protein L5 OS=Homo sapiens GN=RPL5 PE=1 SV=3	RPL5	0	0	3	3	2	4	3	5
11625	>sp|P52701|MSH6_HUMAN DNA mismatch repair protein Msh6 OS=Homo sapiens GN=MSH6 PE=1 SV=2	MSH6	0	0	3	2	3	4	1	1
5560	>sp|Q15392|DHC24_HUMAN Delta(24)-sterol reductase OS=Homo sapiens GN=DHCR24 PE=1 SV=2	DHCR24	0	0	3	3	3	4	5	2
14382	>sp|Q9Y2Z0|SGT1_HUMAN Protein SGT1 homolog OS=Homo sapiens GN=SUGT1 PE=1 SV=3	SUGT1	0	0	3	4	3	0	0	0
13514	>sp|O94906|PRP6_HUMAN Pre-mRNA-processing factor 6 OS=Homo sapiens GN=PRPF6 PE=1 SV=1	PRPF6	0	0	3	4	2	3	3	4
8509	>sp|Q8IXI1|MIRO2_HUMAN Mitochondrial Rho GTPase 2 OS=Homo sapiens GN=RHOT2 PE=1 SV=2	RHOT2	0	0	3	2	3	2	1	0
14985	>sp|P62424|RL7A_HUMAN 60S ribosomal protein L7a OS=Homo sapiens GN=RPL7A PE=1 SV=2	RPL7A	0	0	2	2	2	5	4	5
16828	>sp|P41252|SYIC_HUMAN Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=IARS PE=1 SV=2	IARS	0	0	2	1	3	14	11	14
6843	>sp|P20930|FILA_HUMAN Filaggrin OS=Homo sapiens GN=FLG PE=1 SV=3	FLG	1	0	5	7	6	8	9	8
17896	>sp|P49755|TMEDA_HUMAN Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens GN=TMED10 PE=1 SV=2	TMED10	0	0	2	4	3	4	6	4
16132	>sp|Q96P63|SPB12_HUMAN Serpin B12 OS=Homo sapiens GN=SERPINB12 PE=1 SV=1	SERPINB12	0	0	3	2	1	1	2	2
12679	>sp|Q5JVF3|PCID2_HUMAN PCI domain-containing protein 2 OS=Homo sapiens GN=PCID2 PE=1 SV=2	PCID2	0	0	2	3	1	2	2	2
14864	>sp|P40938|RFC3_HUMAN Replication factor C subunit 3 OS=Homo sapiens GN=RFC3 PE=1 SV=2	RFC3	0	0	2	2	2	2	2	3
71031	>Q05B55 TREMBL:Q05B55 (Bos taurus) Similar to Ig kappa chain C region	Unknown	1	0	2	1	1	1	1	2
9519	>sp|Q9C075|K1C23_HUMAN Keratin, type I cytoskeletal 23 OS=Homo sapiens GN=KRT23 PE=1 SV=2	KRT23	1	0	1	1	1	1	1	1
16970	>sp|Q9Y6J9|TAF6L_HUMAN TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L OS=Homo sapiens GN=TAF6L PE=1 SV=1	TAF6L	0	0	4	2	0	0	0	0
10021	>sp|P14618|KPYM_HUMAN Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4	PKM	0	0	2	0	0	4	3	4
20297	>tr|A0A0B4J220|A0A0B4J220_HUMAN Chromosome 11 open reading frame 48, isoform CRA_c OS=Homo sapiens GN=C11orf98 PE=1 SV=1	C11orf98	0	0	3	3	4	4	5	5
2539	>sp|P06493|CDK1_HUMAN Cyclin-dependent kinase 1 OS=Homo sapiens GN=CDK1 PE=1 SV=3	CDK1	0	0	3	2	4	4	5	3
1624	>sp|P35613|BASI_HUMAN Basigin OS=Homo sapiens GN=BSG PE=1 SV=2	BSG	0	0	3	4	2	4	4	4
1590	>sp|P56134|ATPK_HUMAN ATP synthase subunit f, mitochondrial OS=Homo sapiens GN=ATP5J2 PE=1 SV=3	ATP5J2	0	0	3	4	4	3	2	3
19058	>sp|Q93008|USP9X_HUMAN Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Homo sapiens GN=USP9X PE=1 SV=3	USP9X	0	0	3	3	2	11	8	8
71128	>ENSEMBL:ENSBTAP00000024466 (Bos taurus) 44 kDa protein	Unknown	1	0	5	7	7	9	6	7
8296	>sp|Q86VI3|IQGA3_HUMAN Ras GTPase-activating-like protein IQGAP3 OS=Homo sapiens GN=IQGAP3 PE=1 SV=2	IQGAP3	0	0	3	3	2	3	2	1
719	>sp|O95831|AIFM1_HUMAN Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens GN=AIFM1 PE=1 SV=1	AIFM1	0	0	2	4	5	4	3	5
5790	>sp|Q96EY1|DNJA3_HUMAN DnaJ homolog subfamily A member 3, mitochondrial OS=Homo sapiens GN=DNAJA3 PE=1 SV=2	DNAJA3	0	0	4	7	6	1	2	2
14922	>sp|P84098|RL19_HUMAN 60S ribosomal protein L19 OS=Homo sapiens GN=RPL19 PE=1 SV=1	RPL19	0	0	2	3	3	3	3	4
18631	>sp|Q9H3U1|UN45A_HUMAN Protein unc-45 homolog A OS=Homo sapiens GN=UNC45A PE=1 SV=1	UNC45A	0	0	3	2	2	7	3	5
15644	>sp|Q6UWP8|SBSN_HUMAN Suprabasin OS=Homo sapiens GN=SBSN PE=1 SV=2	SBSN	0	0	1	1	3	1	1	1
17134	>sp|P23258|TBG1_HUMAN Tubulin gamma-1 chain OS=Homo sapiens GN=TUBG1 PE=1 SV=2	TUBG1	0	0	3	0	0	4	0	0
12430	>sp|P46459|NSF_HUMAN Vesicle-fusing ATPase OS=Homo sapiens GN=NSF PE=1 SV=3	NSF	0	0	2	0	0	2	2	4
11562	>sp|O43795|MYO1B_HUMAN Unconventional myosin-Ib OS=Homo sapiens GN=MYO1B PE=1 SV=3	MYO1B	0	0	2	5	4	21	19	22
10889	>sp|Q3KQU3|MA7D1_HUMAN MAP7 domain-containing protein 1 OS=Homo sapiens GN=MAP7D1 PE=1 SV=1	MAP7D1	0	0	3	3	4	0	0	0
17074	>sp|Q5T160|SYRM_HUMAN Probable arginine--tRNA ligase, mitochondrial OS=Homo sapiens GN=RARS2 PE=1 SV=1	RARS2	0	0	2	2	2	2	2	4
19786	>sp|O43264|ZW10_HUMAN Centromere/kinetochore protein zw10 homolog OS=Homo sapiens GN=ZW10 PE=1 SV=3	ZW10	0	0	2	3	3	3	2	3
71133	>ENSEMBL:ENSBTAP00000014147 (Bos taurus) 12 kDa protein	Unknown	1	0	2	2	2	2	2	2
10095	>sp|P00338|LDHA_HUMAN L-lactate dehydrogenase A chain OS=Homo sapiens GN=LDHA PE=1 SV=2	LDHA	0	0	2	5	3	2	4	2
14907	>sp|P30050|RL12_HUMAN 60S ribosomal protein L12 OS=Homo sapiens GN=RPL12 PE=1 SV=1	RPL12	0	0	2	2	2	2	2	4
17498	>sp|Q9NS69|TOM22_HUMAN Mitochondrial import receptor subunit TOM22 homolog OS=Homo sapiens GN=TOMM22 PE=1 SV=3	TOMM22	0	0	3	4	5	6	6	5
14989	>sp|Q9NX20|RM16_HUMAN 39S ribosomal protein L16, mitochondrial OS=Homo sapiens GN=MRPL16 PE=1 SV=1	MRPL16	0	0	3	4	2	2	3	0
9520	>sp|Q15323|K1H1_HUMAN Keratin, type I cuticular Ha1 OS=Homo sapiens GN=KRT31 PE=1 SV=3	KRT31	1	0	2	0	1	0	0	0
609	>sp|P27348|1433T_HUMAN 14-3-3 protein theta OS=Homo sapiens GN=YWHAQ PE=1 SV=1	YWHAQ	0	0	2	2	2	3	2	2
549	>sp|P61163|ACTZ_HUMAN Alpha-centractin OS=Homo sapiens GN=ACTR1A PE=1 SV=1	ACTR1A	0	0	2	2	1	6	3	4
7117	>sp|P50395|GDIB_HUMAN Rab GDP dissociation inhibitor beta OS=Homo sapiens GN=GDI2 PE=1 SV=2	GDI2	0	0	2	0	0	1	0	0
15020	>sp|P62899|RL31_HUMAN 60S ribosomal protein L31 OS=Homo sapiens GN=RPL31 PE=1 SV=1	RPL31	0	0	2	2	2	2	2	2
15023	>sp|Q02878|RL6_HUMAN 60S ribosomal protein L6 OS=Homo sapiens GN=RPL6 PE=1 SV=3	RPL6	0	0	5	4	5	18	15	15
5902	>sp|P40939|ECHA_HUMAN Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens GN=HADHA PE=1 SV=2	HADHA	0	0	3	2	3	3	5	5
8672	>sp|Q5SRE5|NU188_HUMAN Nucleoporin NUP188 homolog OS=Homo sapiens GN=NUP188 PE=1 SV=1	NUP188	0	0	3	3	4	11	9	10
15410	>sp|P31151|S10A7_HUMAN Protein S100-A7 OS=Homo sapiens GN=S100A7 PE=1 SV=4	S100A7	0	0	2	2	1	2	1	0
18629	>sp|P11172|UMPS_HUMAN Uridine 5'-monophosphate synthase OS=Homo sapiens GN=UMPS PE=1 SV=1	UMPS	0	0	2	0	0	0	0	0
7165	>sp|Q9BSJ2|GCP2_HUMAN Gamma-tubulin complex component 2 OS=Homo sapiens GN=TUBGCP2 PE=1 SV=2	TUBGCP2	0	0	3	0	0	2	3	6
3334	>sp|O94905|ERLN2_HUMAN Erlin-2 OS=Homo sapiens GN=ERLIN2 PE=1 SV=1	ERLIN2	0	0	3	0	1	1	5	4
9766	>sp|P48729|KC1A_HUMAN Casein kinase I isoform alpha OS=Homo sapiens GN=CSNK1A1 PE=1 SV=2	CSNK1A1	0	0	2	0	0	0	0	0
15403	>sp|P82921|RT21_HUMAN 28S ribosomal protein S21, mitochondrial OS=Homo sapiens GN=MRPS21 PE=1 SV=2	MRPS21	0	0	2	1	1	2	1	2
4988	>sp|P00403|COX2_HUMAN Cytochrome c oxidase subunit 2 OS=Homo sapiens GN=MT-CO2 PE=1 SV=1	MT-CO2	0	0	3	3	3	2	2	2
17515	>sp|Q99832|TCPH_HUMAN T-complex protein 1 subunit eta OS=Homo sapiens GN=CCT7 PE=1 SV=2	CCT7	0	0	3	0	2	6	5	2
8245	>sp|Q2M2I5|K1C24_HUMAN Keratin, type I cytoskeletal 24 OS=Homo sapiens GN=KRT24 PE=1 SV=1	KRT24	1	0	1	0	0	0	0	0
3022	>sp|P14406|CX7A2_HUMAN Cytochrome c oxidase subunit 7A2, mitochondrial OS=Homo sapiens GN=COX7A2 PE=1 SV=1	COX7A2	0	0	2	2	3	1	1	2
11228	>sp|O95563|MPC2_HUMAN Mitochondrial pyruvate carrier 2 OS=Homo sapiens GN=MPC2 PE=1 SV=1	MPC2	0	0	3	3	0	3	4	3
13531	>sp|P10619|PPGB_HUMAN Lysosomal protective protein OS=Homo sapiens GN=CTSA PE=1 SV=2	CTSA	0	0	2	1	1	0	0	0
14980	>sp|Q5W0B1|RN219_HUMAN RING finger protein 219 OS=Homo sapiens GN=RNF219 PE=1 SV=1	RNF219	0	0	2	2	1	1	1	1
12942	>sp|P62714|PP2AB_HUMAN Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform OS=Homo sapiens GN=PPP2CB PE=1 SV=1	PPP2CB	0	0	2	2	2	3	4	2
9216	>sp|Q96BN8|OTUL_HUMAN Ubiquitin thioesterase otulin OS=Homo sapiens GN=OTULIN PE=1 SV=3	OTULIN	0	0	3	2	1	0	0	0
7543	>sp|P69905|HBA_HUMAN Hemoglobin subunit alpha OS=Homo sapiens GN=HBA1 PE=1 SV=2	HBA1	0	0	1	0	0	0	1	1
19348	>sp|P67809|YBOX1_HUMAN Nuclease-sensitive element-binding protein 1 OS=Homo sapiens GN=YBX1 PE=1 SV=3	YBX1	0	0	2	1	2	2	2	2
13707	>sp|Q9UMS4|PRP19_HUMAN Pre-mRNA-processing factor 19 OS=Homo sapiens GN=PRPF19 PE=1 SV=1	PRPF19	0	0	3	2	2	2	1	1
18611	>sp|Q96IX5|USMG5_HUMAN Up-regulated during skeletal muscle growth protein 5 OS=Homo sapiens GN=USMG5 PE=1 SV=1	USMG5	0	0	2	2	2	1	1	1
3467	>sp|P60228|EIF3E_HUMAN Eukaryotic translation initiation factor 3 subunit E OS=Homo sapiens GN=EIF3E PE=1 SV=1	EIF3E	0	0	2	2	0	3	6	4
5451	>sp|Q8NBQ5|DHB11_HUMAN Estradiol 17-beta-dehydrogenase 11 OS=Homo sapiens GN=HSD17B11 PE=1 SV=3	HSD17B11	0	0	3	3	2	4	3	2
15646	>sp|O15027|SC16A_HUMAN Protein transport protein Sec16A OS=Homo sapiens GN=SEC16A PE=1 SV=3	SEC16A	0	0	3	0	2	2	5	6
11252	>sp|P46734|MP2K3_HUMAN Dual specificity mitogen-activated protein kinase kinase 3 OS=Homo sapiens GN=MAP2K3 PE=1 SV=2	MAP2K3	0	0	3	0	1	3	2	0
18475	>sp|O95071|UBR5_HUMAN E3 ubiquitin-protein ligase UBR5 OS=Homo sapiens GN=UBR5 PE=1 SV=2	UBR5	0	0	2	2	1	8	6	6
18054	>sp|Q15388|TOM20_HUMAN Mitochondrial import receptor subunit TOM20 homolog OS=Homo sapiens GN=TOMM20 PE=1 SV=1	TOMM20	0	0	1	1	1	1	1	1
14782	>sp|Q6R327|RICTR_HUMAN Rapamycin-insensitive companion of mTOR OS=Homo sapiens GN=RICTOR PE=1 SV=1	RICTOR	0	0	4	2	1	0	0	2
15401	>sp|P08865|RSSA_HUMAN 40S ribosomal protein SA OS=Homo sapiens GN=RPSA PE=1 SV=4	RPSA	0	0	2	4	3	4	3	2
15595	>sp|P62081|RS7_HUMAN 40S ribosomal protein S7 OS=Homo sapiens GN=RPS7 PE=1 SV=1	RPS7	0	0	2	4	2	4	5	6
14762	>sp|P35250|RFC2_HUMAN Replication factor C subunit 2 OS=Homo sapiens GN=RFC2 PE=1 SV=3	RFC2	0	0	4	2	2	2	3	1
18649	>sp|Q8TED0|UTP15_HUMAN U3 small nucleolar RNA-associated protein 15 homolog OS=Homo sapiens GN=UTP15 PE=1 SV=3	UTP15	0	0	2	2	1	0	1	0
11802	>sp|P56556|NDUA6_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Homo sapiens GN=NDUFA6 PE=1 SV=3	NDUFA6	0	0	3	3	2	3	4	3
10201	>sp|Q92615|LAR4B_HUMAN La-related protein 4B OS=Homo sapiens GN=LARP4B PE=1 SV=3	LARP4B	0	0	3	2	4	0	2	1
11781	>sp|O75306|NDUS2_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial OS=Homo sapiens GN=NDUFS2 PE=1 SV=2	NDUFS2	0	0	2	2	1	5	5	4
19108	>sp|P13010|XRCC5_HUMAN X-ray repair cross-complementing protein 5 OS=Homo sapiens GN=XRCC5 PE=1 SV=3	XRCC5	0	0	2	1	0	6	4	10
14469	>sp|P51153|RAB13_HUMAN Ras-related protein Rab-13 OS=Homo sapiens GN=RAB13 PE=1 SV=1	RAB13	0	0	2	1	1	1	1	1
17218	>sp|Q08188|TGM3_HUMAN Protein-glutamine gamma-glutamyltransferase E OS=Homo sapiens GN=TGM3 PE=1 SV=4	TGM3	0	0	3	4	4	1	1	1
1140	>sp|P40616|ARL1_HUMAN ADP-ribosylation factor-like protein 1 OS=Homo sapiens GN=ARL1 PE=1 SV=1	ARL1	0	0	2	3	1	3	4	4
9087	>sp|P08559|ODPA_HUMAN Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Homo sapiens GN=PDHA1 PE=1 SV=3	PDHA1	0	0	2	0	0	3	1	3
14425	>sp|Q9UDW1|QCR9_HUMAN Cytochrome b-c1 complex subunit 9 OS=Homo sapiens GN=UQCR10 PE=1 SV=3	UQCR10	0	0	2	2	1	1	2	1
12574	>sp|Q15120|PDK3_HUMAN [Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial OS=Homo sapiens GN=PDK3 PE=1 SV=1	PDK3	0	0	2	2	3	3	0	0
16807	>sp|O15260|SURF4_HUMAN Surfeit locus protein 4 OS=Homo sapiens GN=SURF4 PE=1 SV=3	SURF4	0	0	3	4	3	4	3	4
12463	>sp|P57740|NU107_HUMAN Nuclear pore complex protein Nup107 OS=Homo sapiens GN=NUP107 PE=1 SV=1	NUP107	0	0	1	2	1	5	3	2
11119	>sp|Q9H2D1|MFTC_HUMAN Mitochondrial folate transporter/carrier OS=Homo sapiens GN=SLC25A32 PE=1 SV=2	SLC25A32	0	0	2	0	0	1	2	0
8713	>sp|Q96P11|NSUN5_HUMAN Probable 28S rRNA (cytosine-C(5))-methyltransferase OS=Homo sapiens GN=NSUN5 PE=1 SV=2	NSUN5	0	0	2	1	0	0	0	1
14587	>sp|Q92900|RENT1_HUMAN Regulator of nonsense transcripts 1 OS=Homo sapiens GN=UPF1 PE=1 SV=2	UPF1	0	0	2	0	0	0	0	0
9126	>sp|A8CG34|P121C_HUMAN Nuclear envelope pore membrane protein POM 121C OS=Homo sapiens GN=POM121C PE=1 SV=2	POM121C	0	0	2	3	1	0	0	0
19298	>sp|O43592|XPOT_HUMAN Exportin-T OS=Homo sapiens GN=XPOT PE=1 SV=2	XPOT	0	0	2	2	5	9	9	9
9810	>sp|P12277|KCRB_HUMAN Creatine kinase B-type OS=Homo sapiens GN=CKB PE=1 SV=1	CKB	0	0	2	1	1	1	0	0
10634	>sp|Q96AG4|LRC59_HUMAN Leucine-rich repeat-containing protein 59 OS=Homo sapiens GN=LRRC59 PE=1 SV=1	LRRC59	0	0	2	3	2	2	3	3
11358	>sp|P39210|MPV17_HUMAN Protein Mpv17 OS=Homo sapiens GN=MPV17 PE=1 SV=1	MPV17	0	0	1	1	1	1	1	1
1269	>sp|P24539|AT5F1_HUMAN ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens GN=ATP5F1 PE=1 SV=2	ATP5F1	0	0	2	1	1	5	6	5
3723	>sp|P57678|GEMI4_HUMAN Gem-associated protein 4 OS=Homo sapiens GN=GEMIN4 PE=1 SV=2	GEMIN4	0	0	2	1	1	6	7	5
16503	>sp|P14868|SYDC_HUMAN Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens GN=DARS PE=1 SV=2	DARS	0	0	2	1	0	10	10	8
8438	>sp|O43324|MCA3_HUMAN Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens GN=EEF1E1 PE=1 SV=1	EEF1E1	0	0	2	0	0	3	3	3
8827	>sp|P11940|PABP1_HUMAN Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1 PE=1 SV=2	PABPC1	0	0	2	0	0	5	6	7
71038	>P02663 SWISS-PROT:P02663 Alpha-S2-casein [Contains: Casocidin-1 - Bos taurus (Bovine).	Unknown	1	0	1	1	1	0	0	1
6439	>sp|P84090|ERH_HUMAN Enhancer of rudimentary homolog OS=Homo sapiens GN=ERH PE=1 SV=1	ERH	0	0	2	1	1	1	1	1
13702	>sp|P32119|PRDX2_HUMAN Peroxiredoxin-2 OS=Homo sapiens GN=PRDX2 PE=1 SV=5	PRDX2	0	0	2	1	2	0	0	0
14905	>sp|P40429|RL13A_HUMAN 60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2	RPL13A	0	0	2	2	2	4	3	3
341	>sp|P62258|1433E_HUMAN 14-3-3 protein epsilon OS=Homo sapiens GN=YWHAE PE=1 SV=1	YWHAE	0	0	1	1	1	2	1	2
1110	>sp|Q8N726|ARF_HUMAN Tumor suppressor ARF OS=Homo sapiens GN=CDKN2A PE=1 SV=2	CDKN2A	0	0	3	3	1	0	0	0
1235	>sp|P05089|ARGI1_HUMAN Arginase-1 OS=Homo sapiens GN=ARG1 PE=1 SV=2	ARG1	0	0	2	3	2	1	1	3
3795	>sp|Q9UHW5|GPN3_HUMAN GPN-loop GTPase 3 OS=Homo sapiens GN=GPN3 PE=1 SV=2	GPN3	0	0	1	0	0	0	1	1
15677	>sp|Q6P1M0|S27A4_HUMAN Long-chain fatty acid transport protein 4 OS=Homo sapiens GN=SLC27A4 PE=1 SV=1	SLC27A4	0	0	2	0	4	2	1	1
4720	>sp|P49761|CLK3_HUMAN Dual specificity protein kinase CLK3 OS=Homo sapiens GN=CLK3 PE=1 SV=3	CLK3	0	0	1	1	1	0	0	0
4766	>sp|P48444|COPD_HUMAN Coatomer subunit delta OS=Homo sapiens GN=ARCN1 PE=1 SV=1	ARCN1	0	0	2	3	1	4	3	5
13027	>sp|P35232|PHB_HUMAN Prohibitin OS=Homo sapiens GN=PHB PE=1 SV=1	PHB	0	0	2	1	0	5	5	5
4804	>sp|Q8NI60|COQ8A_HUMAN Atypical kinase COQ8A, mitochondrial OS=Homo sapiens GN=COQ8A PE=1 SV=1	COQ8A	0	0	1	4	4	3	2	3
4068	>sp|Q92769|HDAC2_HUMAN Histone deacetylase 2 OS=Homo sapiens GN=HDAC2 PE=1 SV=2	HDAC2	0	0	2	0	0	0	3	1
11954	>sp|O95168|NDUB4_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 OS=Homo sapiens GN=NDUFB4 PE=1 SV=3	NDUFB4	0	0	2	1	1	1	1	1
14261	>sp|Q9BYW2|SETD2_HUMAN Histone-lysine N-methyltransferase SETD2 OS=Homo sapiens GN=SETD2 PE=1 SV=3	SETD2	0	0	2	0	0	0	0	0
6298	>sp|Q9NVH0|EXD2_HUMAN Exonuclease 3'-5' domain-containing protein 2 OS=Homo sapiens GN=EXD2 PE=1 SV=2	EXD2	0	0	1	2	1	0	1	1
71010	>P00735 SWISS-PROT:P00735 (Bos taurus) Prothrombin precursor (Fragment)	Unknown	1	0	1	1	1	1	1	1
15474	>sp|Q96K37|S35E1_HUMAN Solute carrier family 35 member E1 OS=Homo sapiens GN=SLC35E1 PE=1 SV=2	SLC35E1	0	0	1	1	1	2	0	0
13474	>sp|Q9BWN1|PRR14_HUMAN Proline-rich protein 14 OS=Homo sapiens GN=PRR14 PE=1 SV=1	PRR14	0	0	2	1	0	0	0	0
10270	>sp|P42167|LAP2B_HUMAN Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens GN=TMPO PE=1 SV=2	TMPO	0	0	2	2	1	0	0	5
13247	>sp|Q9NRX1|PNO1_HUMAN RNA-binding protein PNO1 OS=Homo sapiens GN=PNO1 PE=1 SV=1	PNO1	0	0	2	1	0	2	0	1
14217	>sp|P42285|SK2L2_HUMAN Superkiller viralicidic activity 2-like 2 OS=Homo sapiens GN=SKIV2L2 PE=1 SV=3	SKIV2L2	0	0	1	2	2	16	18	20
16062	>sp|P46977|STT3A_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Homo sapiens GN=STT3A PE=1 SV=2	STT3A	0	0	2	1	4	8	7	10
16425	>sp|P43307|SSRA_HUMAN Translocon-associated protein subunit alpha OS=Homo sapiens GN=SSR1 PE=1 SV=3	SSR1	0	0	1	3	1	3	3	4
71020	>Q9TRI1 TREMBL:Q9TRI1 (Bos taurus) similar to inter-alpha-trypsin inhibitor heavy chain2	Unknown	1	0	2	0	0	0	0	0
13718	>sp|P25787|PSA2_HUMAN Proteasome subunit alpha type-2 OS=Homo sapiens GN=PSMA2 PE=1 SV=2	PSMA2	0	0	1	1	1	0	0	1
1829	>sp|Q13867|BLMH_HUMAN Bleomycin hydrolase OS=Homo sapiens GN=BLMH PE=1 SV=1	BLMH	0	0	1	1	2	2	2	1
13322	>sp|O43808|PM34_HUMAN Peroxisomal membrane protein PMP34 OS=Homo sapiens GN=SLC25A17 PE=1 SV=1	SLC25A17	0	0	1	1	1	2	1	3
10693	>sp|Q8WWC4|MAIP1_HUMAN m-AAA protease-interacting protein 1, mitochondrial OS=Homo sapiens GN=C2orf47 PE=1 SV=1	C2orf47	0	0	1	0	1	1	1	2
16929	>sp|Q13148|TADBP_HUMAN TAR DNA-binding protein 43 OS=Homo sapiens GN=TARDBP PE=1 SV=1	TARDBP	0	0	2	1	2	2	1	1
14013	>sp|P23246|SFPQ_HUMAN Splicing factor, proline- and glutamine-rich OS=Homo sapiens GN=SFPQ PE=1 SV=2	SFPQ	0	0	2	2	0	2	3	4
3063	>sp|Q8WVC6|DCAKD_HUMAN Dephospho-CoA kinase domain-containing protein OS=Homo sapiens GN=DCAKD PE=1 SV=1	DCAKD	0	0	2	1	2	3	3	3
4801	>sp|P53621|COPA_HUMAN Coatomer subunit alpha OS=Homo sapiens GN=COPA PE=1 SV=2	COPA	0	0	1	5	6	8	9	5
2813	>sp|P60953|CDC42_HUMAN Cell division control protein 42 homolog OS=Homo sapiens GN=CDC42 PE=1 SV=2	CDC42	0	0	1	1	0	1	1	0
5377	>sp|Q9UHI6|DDX20_HUMAN Probable ATP-dependent RNA helicase DDX20 OS=Homo sapiens GN=DDX20 PE=1 SV=2	DDX20	0	0	1	3	3	7	5	11
15083	>sp|P18124|RL7_HUMAN 60S ribosomal protein L7 OS=Homo sapiens GN=RPL7 PE=1 SV=1	RPL7	0	0	3	2	4	8	5	7
5460	>sp|Q8IXB1|DJC10_HUMAN DnaJ homolog subfamily C member 10 OS=Homo sapiens GN=DNAJC10 PE=1 SV=2	DNAJC10	0	0	2	1	3	0	0	0
1091	>sp|Q9NW81|AT5SL_HUMAN ATP synthase subunit s-like protein OS=Homo sapiens GN=ATP5SL PE=1 SV=3	ATP5SL	0	0	1	0	0	0	0	0
4850	>sp|P02452|CO1A1_HUMAN Collagen alpha-1(I) chain OS=Homo sapiens GN=COL1A1 PE=1 SV=5	COL1A1	0	0	3	2	2	1	2	2
70968	>Q1RMN8 TREMBL:Q1RMN8 (Bos taurus) Similar to Immunoglobulin lambda-like polypeptide 1	Unknown	1	0	1	1	1	1	1	1
15883	>sp|O75533|SF3B1_HUMAN Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3	SF3B1	0	0	2	1	0	0	2	1
13439	>sp|Q06830|PRDX1_HUMAN Peroxiredoxin-1 OS=Homo sapiens GN=PRDX1 PE=1 SV=1	PRDX1	0	0	1	4	2	3	5	4
13835	>sp|Q59GN2|R39L5_HUMAN Putative 60S ribosomal protein L39-like 5 OS=Homo sapiens GN=RPL39P5 PE=5 SV=2	RPL39P5	0	0	5	3	3	3	0	4
10858	>sp|Q9Y5V3|MAGD1_HUMAN Melanoma-associated antigen D1 OS=Homo sapiens GN=MAGED1 PE=1 SV=3	MAGED1	0	0	1	1	1	3	2	2
